Persönliche Gebete 2;Gebete;0;0;Kein Material nötig;"Danke
für die Freunde die ich habe, 
sie schenken mir Vertrauen, 
geben mir Kraft und Zuversicht.

Amen."
Persönliche Gebete 3;Gebete;0;0;Kein Material nötig ;"Gütiger Gott, ich danke dir, dass ich Freunde habe. 
Wir können miteinander sprechen und unsere Probleme gemeinsam lösen. 

Amen."
Persönliche Gebete 4;Gebete;0;0;Kein Material nötig;"Manche Menschen wissen nicht, wie wichtig es ist, dass sie einfach da sind. 
Manche Menschen wissen nicht, wie gut es ist, sie nur zu sehen. 
Manche Menschen wissen nicht, wie tröstlich ihr gütiges Lächeln wirkt. 
Manche Menschen wissen nicht, wie viel ärmer wir ohne sie wären. 
Manche Menschen wissen nicht, dass sie ein Geschenk des Himmels sind.

Sie wüssten es, würden wir es ihnen sagen. 
Hilf uns Gott, diesen Menschen zu zeigen, wie wichtig sie sind.

Amen."
Persönliche Gebete 5;Gebete;0;0;Kein Material nötig ;"GütigerGott, ich danke dir, dass ich Freunde habe. 
Wir können miteinander sprechen und unsere Probleme gemeinsam lösen.

Amen"
Persönliche Gebete 6;Gebete;0;0;Kein Material nötig ;"Groß und stark sein, schön, cool und sexy, was zu sagen haben, das ist in. Aber wenn ich mich im Spiegel sehe, komme ich mir ganz klein vor. Ich bin nicht so toll, wie ich es so gern wäre. 

Ich stehe nicht in der Mitte, aus mir wird kaum was Großes werden, was soll ich nur machen, nichts gelingt mir.

Und wenn die kleinen Schritte richtig wären, die kleinen Wege zum Ziel führen, die »kleinen« Menschen nach deinem Willen sind? 

Gott der Armen und Kleinen, lass mich erkennen, dass nicht Größe und Macht und Ansehen entscheiden, sondern der Mut zum Leben.

Amen."
Persönliche Gebete 7;Gebete;0;0;Kein Material nötig;"Meine Zunge kann gut schmecken,
Bonbons lutschen und Eis schlecken, 
und die Nase riecht daran.
Danke Gott, dass ich das kann.

Meine Ohren können hören,
 auch Geräusche, die mich stören,
 und die Augen staunen dann.
 Danke Gott, dass ich das kann.

Meine Hände können fassen,
und berühren Teller, Tassen
und die Hände teilen dann.
Danke Gott, dass ich das kann.

Amen."
Persönliche Gebete 8;Gebete;0;0;Kein Material nötig ;"Ich bin ich.
Mich gibt es nur einmal auf derganzen Welt:
mein Gesicht, meine Haare, meine Au gen, meine Arme und meine Hände, mein
Bauch und mein Rücken,  meine Beine und meine Füße,  meine Stimme, meine
Ohren,  meine Gedanken und meine Gefühle.  Gott, Du hast mich bei meinem
Namen gerufen.
So nimm mich, wie ich bin, 
und lass alle Menschen, denen ich begegne, so mit mir umgehen, wie Du es mit
mir tust. 

Amen."
Steinmeditation;Impulse;0;0;Kein Material nöig;Im Raum liegen jeweils zwei Steinepaarweise zusammen, die Teilnehmer werden aufgefordert, sich zu einem Steinpaar zusetzen. Jetzt schließen alle die Augen. Der Gruppenleiter tippt nacheinander Personen an, die einenganz individuellen Rhythmus mit ihrem Steinpaar schlagen. Beim erneuten Antippen hört die Person auf die Steine zuschlagen.  Es entsteht eine Musik der Gruppe und sie haben ihreneigenen Rhythmus gefunden. 
All that we Shared;Impulse;0;0;Kein Material nötig;"Für die Vorbereitung werden kleine Felder auf den Boden geklebt, wo die Gruppe in unterschiedliche Kategorien eingeteilt wird (Alter, Größe, Schule, etc.) Jetzt stellt ihr der Gruppe unterschiedliche Fragen: Wer was/ist der Klassenclown, wer ist verliebt, wer ist religiös, wer fühlt sich einsam, wer hat schon mal jemanden verloren, wer weiß was er im Leben will, wer hat einen Hund, wer hat Liebeskummer, wer bereut etwas aus seinem Leben....

Die Leute die sich angesprochen fühlen bei dieser Frage stellen sich in eine extra Box. Am Schluss wird darüber gesprochen und es kann noch das Video auf Youtube gezeigt werden.

https://www.youtube.com/watch?v=i1AjvFjVXUg"
Danke sagen;Impulse;0;0;Kein Material ntig;Ihr spielt das Lied „Danke sagen“ von den Fantastischen Vier ab. Nach dem Song, sollen die Kinder sich Zeit nehmen und drüber nachdenken, wem sie lange nicht gedankt haben. Danach sollen sie eineetwas längere Nachricht andie Person über ihr Handy schreiben und abschicken. 
Feuermeditation;Impulse;0;0;Kein Material nötig;Man stellt eine Feuerschale in die Mitte und lässt zum Beispiel „I see fire“ von Ed Sheeren abspielen. Die Teilnehmer*inne sollen sich so etwas Zeit für sich selber nehmen.
Im Kreislaufen;Impulse;0;0;Kein Material nötig ;Die Gruppe läuft langsam im Kreis jeder seinen eigenenWeg. Wenn eine Person stehen bleibt, muss sich die Gruppe schnellst möglichst anpassen. Wenn eine Person dann wieder anfängt, muss die Gruppeund auch wieder anfangen zu laufen. Die Gruppe spielt sich so ein.
Phantasiereise ;Impulse;0;0;Kein Material nötig;"Der Berg der Wünsche:
Nun begib dich in deiner Phantasie zu einer wundervollen saftigen grünen Bergwiese. Überall kannst du Blumen, Sträucher und Gräser entdecken —geh zu einem Platz den du als angenehm empfindest —schau dich um und nimm deine Umgebung wahr —die Sonne strahltwarm und wohltuend in deine Richtung —such dir eine Blume in der Nähe deines Platzes aus und knie dich zu ihr —berühre sanft ihre Blüten —schau dir die Farbe und Form der Blüten, der Stengel genau an —sie können rund, oval oder kantig sein, oder eine andere Form haben —streiche sanft mit viel Gefühl über den Blütenkopf —ganz vorsichtig —nun rieche an deinen Händen und nimm den Geruch wahr —nimm dir Zeit diese Pflanze wahrzunehmen und zu erforschen.

Nun steh auf und geh weiter und schau dich dabei um —auf der einen Seite der Alm geht ein breiter, gut ausgebauter Pfad zu einer etwas höher gelegenen Bergwiese —du kannst von weitem ihre bunten Blumen erkennen —geh zu diesem Pfad und laufe zu ihr —du nimmst auf deinem Weg zur anderen Wiese denstabilen Untergrund des Pfades wahr —die kräftigen Farben der Natur am Wegesrand —auf der Bergwiese angelangt siehst du ein wahres Blütenmeer —Blumen in den unterschiedlichsten Farben und Formen breiten sich auf einer riesigen Wiese aus —die Sonne schickt ihre warmen Strahlen zu dir und umhüllt dich wie miteinem warmen Mantel —du fühlst dichvollkommen ruhig und geborgen.

Diese Farbenpracht erfüllt dich mit Freude —der Duft der Blumen umweht dich —es ist eine Komposition der Düfte —eine leichte Brise weht über das Blumenmeer —in der Mitte der Bergwiese steht ein riesiger Stein, der oben abgeflacht ist —fast wie ein Plateau —an der Seite sind große ausgebaute Treppen mit einem Geländer —er ist so groß, dass du bequem darauf stehen kannst —stell dich auf diese Erhöhung —auf dem Felsen liegen an der Seite bunte Zettel mit verschiedenen Stiften —nimm dir einen Zettel —befühle das Material —und einen Stift —nun schreibe auf dieses Blatt deinen sehnlichsten Wunsch —schreibe alle deine Wünsche auf diese Zettel —lass dir Zeit —lass die Gedanken fließen. Wenn du keine Wünsche formulieren kannst, dann stell dir die Zukunft vor —so wie du sie gerne hättest —übertrage deinen Zukunftswunsch auf ein Symbol, ein Bild, eine Empfindung oder was auch immer dir jetzt gerade in den Sinn kommt und male es auf das Blatt.

Du bemerkst das ein leichter Wind aufkommt —er ist warm und angenehm —eine Windböe erfasst das Blumenmeer und nimmt viele der bunten Blütenblätter mit auf seinem Weg —du siehst, wie dieWindböe ihre Kreise über die Wiese zieht —wie ein großer Schwarm vieler bunter Blüten —der Duft der Blumen umhüllt dich und du fühlst dich vollkommen geborgen —wirf nun dein Blatt oder deine Blätter in den Blumenschwarm —sie fliegen mit den tausenden wundervollen bunten Blütenblättern davon —schicke deine Wünsche auf die Reise —schau noch eine Weile den davon fliegenden Blüten nach —sieh wie sie in den Himmel geweht werden —verschiedene Richtungen einnehmend—nimm den Duft der Blumen in dich auf.

Begib dich nun auf deine Heimreise —Das Gefühl der Geborgenheit wird dich nun auf deiner Heimreise begleiten —fühle die Wärme der Sonne, die dich erfüllt —Fühle dieses Gefühl der Freude —Fühle die angenehme Schwere deiner Glieder —die Entspannung und die wohlige Wärme —nun kehre in Gedanken zurück aus deinem Bild —verabschiede dich —spüre den Atem ein und aus —heben und senkendes Brustkorbes —ein und aus.

Nun kehre langsam mit geschlossenen Augen aus der Phantasiewelt zurück —fühle deine Füße —deine Arme —balle leicht deine Fäuste —gibt etwas Kraft hinein —bewege deine Füße —atme ganz tief ein und aus —strecke Arme und Beine —räkle dich, wenn du magst —öffne nun die Augen, atme nochmals tief durch —du bist vollkommen zurück in der wachen Welt.

"
Die Geschichte vom Jungen mit zwei Augen;Impulse;;;;"In einer fernen Galaxie gab es einen Planeten, auf dem die Bewohner alle nur ein Auge haben. Damit können sie exzellent sehen. Sogar im Dunkeln. Der einzige Unterschied zu den zweiäugigen Menschen auf dem Planeten Erde ist, dass die Einäugigen alles nur in Schwarz und Weiß sehen. Bunte Farben sind ihnen fremd.

Auf dem Planeten der Einäugigen gab es einen Mann und eine Frau, die einander sehr liebten. Sie heirateten, und einige Zeit später bekamen sie ihr erstes Kind. Es war ein Junge. Doch er hatte zwei Augen! Die Eltern waren zutiefst bestürzt und hatten Angst davor, wie sich nun für ihre kleine Familie alles entwickeln würde. 

Die anderen Menschen blickten das zweiäugige Kind skeptisch an. Sie verstanden nicht, warum dieses seltsame Wesen zwei Augen hatte. Es sah so anders, so fremd aus. Der Junge wuchs heran und hatte immer wieder damit zu kämpfen, dass man ihn ausgrenzte oder ignorierte. Eben, weil er so aussah, wie er aussah. 

Seine Eltern hatten sich jedoch in all den Jahren liebevoll um ihn gekümmert. Sie taten alles dafür, dass er glücklich war und dass es ihm an nichts fehlte. Eines Tages gingen die drei spazieren. Sie gelangten in einen Park, in dem viele blühende Sträucher und Bäume standen. Wunderschöne bunte Blumen ergänzten das traumhafte Bild. Der Junge staunte und sagte: “Papa und Mama – sind diese gelben Blüten nicht atemberaubend? Und sind die leuchtend grünen Blätter der Bäume nicht außergewöhnlich?”

Da merkten die Eltern, dass ihr Kind nicht nur Schwarz und Weiß sah wie sie selbst, sondern dass er seine Welt bunt und farbenfroh wahrnahm. Ein echtes Geschenk! Und die Familie beschloss, auch die anderen Bewohner des Planeten der Einäugigen an dieser Vielfalt teilhaben zu lassen. Der Zweiäugige beschrieb ihnen die bunten Dinge, die er sah. Dies regte ihre Fantasie an – und es war ein wesentlicher Grundstein dafür, dass auch die Einäugigen ihre Welt von nun an anders – viel schöner und bunter – wahrnahmen. 

Fazit:
Vermeintlich “Anders sein” ist bereichernd, ermöglicht neue Blickwinkel und lässt die Welt mit andere Augen sehen. Man mus nur zuhören und offen in Kontakt treten."
Werwölfe -Das Waldspiel- ;Geländespiele;20-x Spieler;10;Bierdeckel mit Buchsaben;"Geschichte:  

Die Bewohner im Neser Wald haben große Angst, da sich in den letzten Zeit Werwölfe in der Umgebung gezeigt haben. Sie müssen sich eine Stadt errichten, um den bestmöglichen Schutz vor den Werwölfen zu erlangen. Die besonderen Menschen im Dorf wollen Sie dabei unterstützen und haben jeweils eine besondere Aufgabe, die die Bewohner sich erkaufen können.  

 

Endziel:  

Werwölfe weg und Grundstadt (8 Mauer, 3 Häuser, 1Rathaus, 1Kirche) errichten 

 

Aufgabe:  

Ressourcen im Waldgelände zu sammeln, um die Stadt zu bauen, aber auch um die besonderen Personen zu bezahlen, damit sie Hilfe bekommen, um sich vor den Werwölfen zu schützen. Mache Ressourcen müssen sie auch tauschen. 

 

Es gibt 4 Lager 

Rollen:  

ErzählerIn = regelt den Verkauf (die sitzen im Lager und dokumentieren die Käufe/Fortschritte – Austausch mit anderen ErzählerInnen) 

Blintzelmädchen = verteilt Rohstoffe und darf, wenn sie gefragt ist einen Rohstoff ziehen lassen (jedem 5. Kind, das fragt bekommt ein Rohstoff) 

Medicus (Aufsicht für die gefangen Kinder, nehmen die Befreiungstränke an) 

Amor = (schießt Ressourcen anstatt Liebespfeile, verteilt Rohstoffe) 

Hexe (braut Befreiungstrank gibt zwei für 1 Eisen und 1 Holz raus à Tennisball)  

Seherin (verteilt einen einmaligen Schutz für Werwölfen/ kostet 5 Holz à Wäscheklammern)  

Jäger ( 2 Gold (anpassen nach Bedarf) gibt Kindern Gewehr (Kronkorken), zum Werwolf ausschalten  

Werwölfe, ticken die Kinder und bringen sie in die Heilanstalt/Gefängnis, immer nur ein Kind auf einmal. Wenn ein Kind Ihnen eine Wäscheklammer gibt, dürfen die Kinder weiter laufen, bei einem Kronkorken, müssen die Werwölfe sich 15 Minuten hinlegen.  (stehen alle 15 Minuten wieder vom Tod auf, bis die Stadt komplett fertig ist) 

 

Ressourcen: (Bierdeckel mit Buchstaben drauf) 

Die Kinder dürfen immer nur 2 Rohstoffe auf einmal tragen. 

Holz 1  

Eisen2  

Seide3  

Gold (wird nur durch die Schmiede erzeugt) 

 

Gebäude:  

5 Mauer (Absperrband) = 1 Mauer-> 5 Holz & 1 Eisen  

3 Häuser = 1 Haus à 3 Holz, 2 Eisen, 1Seide 

1 Rathaus = 3 Holz, 2 Eisen, 2 Seide, 1 Gold  

1 Kirche =3 Holz, 1 Eisen, 2 Seide, 2 Gold (ermäßigt den Schutz um 1 Holz) 

 

Schmiede = 3 Holz, 3 Eisen 

Tischlerei = 5 Holz, 2 Eisen  

Jägerstand = 10 Holz, 2 Eisen  

 

Gebäudefunktionen: 

Mauer (gibt den Kindern 5 Meter Absperrband zum Einzäunen des Gebiets) 

Schmiede (3 Eisen = 1 Gold) 

Tischlerei (5 Holz = 1 Seide) 

Jägerstand (Reduziert Preis des Jägers um ein Gold) 

 

Kennzeichnung der gekauften Gebäude:  

Lila Wolle für die Kirche  

Grüne Wolle für den Jägerstand  "
Dreiecke;Rätzel;3 - 99 Spierler*Innen;0;Kein Material nötig;"Ablauf:

Der Spielleiter zieht wiederholt ""Dreieke"" zwischen den Mitspielern/Gegenständen/Punkte im Raum.

Beispiel:

Ich ziehe ein Dreieck von Markus über Eva zu Stefan.

Die Mitspieler müssen herausfinden wemm das Dreieck gehört.

Lösung:

Es gehört dem das Dreieck der als erstes, nach dem das Dreieck komplet gezogen ist, spricht."
I can see the moon in the spoon;Rätzel;3 - 99 Spieler*Innen ;0;Löffel;"Die Teilnehmer sitzen (typischerweise) im Kreis. Einer der Teilnehmer hat einen Löffel. Er betrachtet ihn intensiv, und spricht dann folgenden Satz:

I can see the moon in the spoon. (deutsch: Ich kann den Mond im Löffel sehen).

Anschließend gibt er den Löffel weiter. Diejenigen, die das Spiel bereits kennen, geben dann bekannt, ob er den Mond wirklich gesehen hat, oder ob diese eine Lüge ist.

Lösung:

Wichtig ist, ob dem Übergeber des Löffels gedankt wurde! Nur wer sich ordentlich bedankt, wenn er den Löffel erhält, wird auch den Mond im Löffel sehen können. Was die Gruppe dabei als Bedanken akzeptiert, ist ihr überlassen, sollte aber (möglichst) eindeutig sein."
Irrenhaus;Rätzel;beliebig;0;Kein Material nötig;"Die nicht eingeweihten Spieler sind die Irrenärzte, die bereits ""wissenden"" Spieler stellen die Irren dar. Die Ärzte dürfen Fragen stellen, jeweils ein Irrer antwortet drauf. Die Antwort klingt dabei meist so, als wäre sie Schwachsinn. Tatsächlich steckt aber System dahinter! Jeder, der beweisen kann, das System zu kennen, darf auch zum Irren werden. Natürlich wird die Lösung nicht erraten, sondern die Spieler müssen durch aktives Tun beweisen, das Wissen zu besitzen.

Lösung:

Die Irren beantworten jeweils die vorangegangene Frage (oder, bei sehr kleveren Spielern, noch weiter zurück liegende Fragen). Die erste Frage wird mit einer möglichst lustigen und unsinnigen Antwort beantwortet.

Wie heißt du? => Raumschiff Enterprise (zufällige Antwort)
Wie viel ist drei mal vier => Christian (Antwort auf Frage 1)
Wie heißt die Hauptstadt von Deutschland => zwölf (Antwort auf Frage 2)
und so weiter
Alternativ können auch andere Systeme benutzt werden, beispielsweise Antworten mit nur einem Wort oder beginnend mit dem jeweils nächsten Buchstaben des Alphabets, etc."
Flasche auf, Flasche zu;Rätzel;3 bis 99;10;lehre Flasche;"Die Teilnehmer sitzen in eine Kreis und dabei wir eine Flasche rumgegeben. Dabei sagt der die sie Weitgibt ob sie offen oder zu. Die die das Spiel schon kennen sagen dann ob die aussage richtig wahr. 

Lösung:

Die Flasche ist nicht wirchtig, mann kann mit ihr alles machen was man will. Wichtig ist ob die Person nach dem sie gesagt hat ob sie offen ist oder geschloßen den Mund auf oder geschloßen hatt. Offener Mund -> offene Flasche."
Drache töten;Rätzel;Mrz 99;10;Kein Material nötig;"Verraten sollten die Spieler, welche die Lösung für dieses Ratespiel gefunden haben, diese natürlich nicht, um den Spielspaß möglichst lange aufrecht zu halten. Denn die Teilnehmer sitzen zu Beginn des Spiels im Kreis um den Spielleiter, der als einziger die Lösung kennt. Die Spieler müssen nämlich erraten, wie sich ein Drache am besten töten lässt. Was sie zu Beginn des Spiels nicht wissen: Es kommt auf den Anfangsbuchstaben des Gegenstandes, den sie nennen, an. Denkbar sind also auch scheinbar unsinnige Kombinationen wie D-egen, R-egenschirm, -A-ugapfel, C-haos, H-unger, E-mmentaler, D-ynamit. Nach einem Fehlversuch beginnt die Raterunde von Neuem. Das Spiel dauert so lange, bis ausreichend Spieler das System durchschaut haben, mit dem sie den Drachen töten können.

Weil es jüngeren Teilnehmern wohl etwas schwer fallen dürfte, das System zu durchschauen, eignet sich dieses Spiel vor allem für Gruppen gemischten Alters oder mit älteren Teilnehmern. Sie lernen dabei auf eine lustige Art eine Fähigkeit, die ihnen im späteren Leben von großem Nutzen sein kann, nämlich Kombinationsgabe und auch die Fähigkeit, abstrakt zu denken. Schließlich haben Begriffe wie beispielsweise Augapfel oder Hunger rein gar nichts mit den Rittersagen aus dem Mittelalter, in welchen stolze Recken furchterregende Drachen getötet haben, zu tun. Trotzdem tragen diese Begriffe zur Lösung des Rätsels bei.

Die Teilnehmer müssen also erst einmal das System durchschauen und anschließend die richtigen Begriffe finden, wobei Letzteres dann vergleichsweise einsam ist. Sind jüngere Teilnehmer in der Runde, die aufgrund ihrer geistigen Entwicklung noch nicht in der Lage sind, das System, welches hinter diesem Spiel steckt, zu durchschauen, sollte der Spielleiter ihnen dies auf kindgerechte Weise vermitteln. Er kann die Erklärung aber unter Umständen auch so vermitteln, dass die Teilnehmer von selbst auf des Rätsels Lösung kommen.

"
Kaufhaus;Rätzel;Mrz 30;10;Kein Material nötig;" Ablauf:
 Der Spielleiter (der die Lösung des Rätsels kennt) beginnt mit folgender kurzen Geschichte:
 Ich gehe ins Kaufhaus.
 Dort gehe ich in den (X) Stock (links oder rechts)
 Ich kaufe mir dort ein (Gegenstand)
 Danach versuchen die andern Spieler selber etwas in Kaufhaus zu kaufen.

Lösung:
 Beim Betreten des Kaufhauses geht der fragende Spieler nach links oder rechts; dies beschreibt die Spieler, die links oder rechts neben ihm stehen. Der ”2. Stock links”beschreibt also den zweiten Spieler, der
 links neben dem Fragesteller steht (aus seiner Sicht). Geht der Spieler ins Erdgeschoss (”0. Stock”), ist der Fragesteller selber gemeint. Der Spieler der dort sitzt muss den Gegenstand an sich haben."
Türsteher;Rätzel;Mrz 30;10;kein Material nötig;"Beispiel:
Ich gehe in den Club und zeige bringe den Türsteher eine Bild von meiner Oma mit und ich komme rein.
 
Lösung:
 Wie genau der Satz gesagt wird ist nicht wichtig, nur dass eine Zeitung/Zeitschrift drin vorkommt. Was gesagt werden muss ist: Ich gehe in den Club und und ich komme rein."
Insel Keinikeinu;Rätzel;Mrz 30;10;kein Material nötig;" Bei diesem Spiel verreisen die Mitspieler:innen in das Keinikeinuland. Sie packen ihren Koffer und dürfen
 einige Sachen mitnehmen, allerdings dürfen sie nicht alles mitnehmen, bestimmte Dinge scheiden aus.
 Wer das Prinzip erkannt hat, darf mit ins Keinikeinuland. Die Mitspieler:innen sagen der Reihe nach,
 was sie mitnehmen möchten, die Spielleitung und die Spieler, die es wissen, antworten, ob er oder sie mit
 ihnen fahren darf oder nicht.

 Lösung: 
Die mitgenommenen Sachen dürfen, wie der Name des Spiels schon sagt, kein ‘i’ und kein ‘u’
 enthalten."
Maus-Maus-Elefant;Rätzel;03. Okt;10;kein Material nötig;"Affe-Affe-Elefant ist ein Rätsel. Ein Teilnehmer zeigt eine Bewegungsabfolge mit Text vor, die anderen
 müssen sie exakt nachmachen. Klingt einfacher, als es ist!
 Ablauf:
 Ein Spieler zeigt eine Bewegungsabfolge mit den Händen vor und spricht einen ebenso einfachen wie
 sinnlosen Text dazu.

Also:
 Maus
 tippt auf den Ringfinger
 Maus
 tippt auf den Mittelfinger
 Maus
 tippt auf den Zeigefinger
 Elefant
 streicht den Zeigefinger entlang nach unten und am Daumen wieder hoch
 Maus
 tippt auf den Daumen
 Elefant
 streicht zur¨ uck ¨ uber Daumen und Zeigefinger
 Maus
 tippt auf den Zeigefinger
 Maus
 tippt auf den Mittelfinger
 Maus
 tippt auf den Ringfinger
 Maus
 tippt auf kleinen Finger
 Und jetzt mach’s nach!            "
